paragraph,label
in addition to our company wide programs and initiatives a significant amount of learning happens within teams because of our unique functional structure our leaders are experts in their fields and thus guide their teams of experts to further deepen very specific knowledge and skill sets,3
we also support team members through formal education and career development initiatives including,23
apple university apple university began in 2010 with a simple mission to foster understanding and critical thinking about apples culture organization and values apple university offers original classes tools and resources across a distinctive range of topics to help employees learn to lead and explore important topics like fairness and justice all employees have access to apple university and to date more than 95 percent of executives and managers and nearly,17
60 percent of individual contributors have participated in classes in fiscal year 2021 team members spent more than 175000 hours participating in all apple university courses combined,15
educational assistance program our educational assistance program offers tuition reimbursement for team members to continue their education,0
apple mentorship program our new mentorship program creates opportunities for apple employees of all backgrounds to learn from one another and grow their careers at apple after successful pilot programs in the,22
across apple our managers and leaders help our team members to learn improve and do the best work of their lives,8
you sand the uk we are continuing to expand the program globally pairing a greater number of experienced apple mentors with future leaders from across the company,17
retail specific training through on boarding training new apple retail employees learn the fundamental knowledge and skills that will support their success at apple ongoing training opportunities cover apple culture and values products and services systems processes and customer engagement skills,1
career experience career experiences enable temporary hands on development opportunities for apple store service and support team members by creating short term rotations in technical operations and corporate functions across apple participants build new skills explore an aspirational role up close and gain in role experience while host teams benefit from the unique customer facing perspectives talents and passions of participants the program is currently available in 11 locations in every geographic region with more countries being added each year and 96 of apples lines of business participate,9
every year our performance review process helps team members have meaningful conversations with their managers,24
rotational programs we also have a number of programs for new graduates to learn through a combination of training and on the job work experience over a two year period participants rotate through multiple teams to gain a breadth of experience and exposure to various projects to help discover their strengths and passion upon successful completion of the program participants will often transition into a non rotating role within apple our services finance operations and aiml functions all offer these types of programs,9
have meaningful conversations with their managers about their performance growth and development across apple employees receive an annual performance review and retail team members are supported by monthly performance conversations to align on their progress,13
performance reviews focus on three categories teamwork innovation and results and they include a self assessment and feedback from peers and the team members manager the performance review is also a chance to reflect on the contribution each person makes to apples longstanding commitment to inclusion and diversity,10
we regularly review and update the benefits that we offer in order to respond to our employees changing needs for example we recently expanded family care services and mental health benefits including 15 free counseling sessions through our employee assistance program to help employees care for themselves and their loved ones through the pandemic and in the us we now offer part time team members new vacation and sick leave days new parent leave gradual return to work paid family care and emergency backup care and in2022we enhanced sick leave benefits and a new accelerated vacation accrual schedule for full time employees in our you s apple store locations,14
a comprehensive mental health and wellbeing hub where employees can find events apps and other resources,8
our health plans are designed to support the various life stages of our employees and their families they are transgender inclusive where legally and plan allowed and support routine care therapies and other medically necessary surgeries,15
apple also provides a number of benefits to support our employees in their personal and family life including,15
coming back to work after the arrival of a child can be a big adjustment for employees so to,15
smooth the transition period following the arrival of a new family member our gradual return to work program allows employees to choose to return halftime at full pay for four weeks whether they are welcoming a child through birth adoption or other covered means,12
taking the time to recharge is an important part of employee health and wellbeing we provide a wide variety of time away options for our employees including,10
apples employee purchase plan offers special pricing on most apple products we offer substantial discounts on hardware software and accessories for employees families and friends as well as an additional credit that can be used to purchase a mac i pad or unlocked i phone once every two years,15
we believe that our compensation should not only be highly competitive across all types of roles levels and talent markets it should be,1
equitable and enable all team members to share in the company s success as shareholders of apple,10
we are committed to being a leader in pay equity providing all employees with annual opportunities for stock ownership in the company and offering highly competitive pay that is in the top tier of each local market and we hold our leaders accountable by incorporating apple values and key community initiatives into our executive short term incentive plan,11
apple is committed to remaining a market leader in compensation through our highly competitive and equitable programs in addition to our stock program and wide range of benefits we provide we regularly review our competitive position to establish our leading starting pay rates in each local market,9
in2015we introduced our stock ownership program which was designed to reach employees who were not previously eligible for restricted stock unit rsu awards including all of our retail and applecare teams by the end of 2022over11billionofrsu grants will have been awarded under this program and the shares underlying the rs us today would have an estimated value of over 3 billion based on a share price of 13006asofjune162022 apple is one of the few companies in the sp500 and the largest technology company in which employees at all levels are eligible for rsu grants on an annual basis in 2021150000 employees were eligible for rsu grants and our compensation committee approved grants for 99 of those eligible,8
in most countries employees also get discounts when purchasing apple stock by participating in the employee stock purchase planes pp currently 81 percent of eligible employees participate in the espp,11
beginning in 2021 the compensation committee incorporated the esg modifier into the executive annual cash incentive program the esg modifier is based on a holistic evaluation by the compensation committee of key accomplishments and actions taken during the year to advance our apple values accessibility education environment inclusion and diversity privacy and supplier responsibility and key community initiatives which were chosen because they represent longstanding business relevant environmental social and governance principles that reflect apples commitment to promoting values driven leadership,8
since 2017 apple has achieved and maintained gender pay equity for our employees worldwide in the yous we have also achieved pay equity with respect to race and ethnicity as well as pay equity at the intersections of race and ethnicity with gender,17
we have a number of practices in place to support our commitment to pay equity including,25
annual pay equity review to maintain pay equity we engage an independent third party expert to build and run statistical models to assess and resolve any differences in total compensation on the basis of gender and in the yous on the basis of race and ethnicity and at the intersections with gender,15
job assessments apples dedicated compensation team regularly conducts comprehensive job title reviews to ensure that employees are in the correct job title which is an important factor in determining pay we also continuously analyze market data to ensure that compensation guidelines for all roles remain competitive,15
our pay equity review is global and covers 100 percent of our employees we consider total compensation including base salary bonus and stock,21
pay equity in the yous at the intersections of race and ethnicity and gender,12
annual compensation planning during our annual compensation planning process the people team uses analytics to assess promotion rates performance ratings distribution and pay metrics for women compared to men and in the us for underrepresented groups compared to non underrepresented groups,10
global compensation history policy we dont ask candidates for salary history during the recruiting process which has been our policy globally since 2019our recruiters develop offers of employment based on the compensation of current apple employees in similar roles using a tool developed specifically for this purpose,8
at apple we believe that open and honest communication among team members managers and leaders helps create an open collaborative work environment where everyone can contribute grow and succeed,17
across all our teams we are always building on our longstanding commitment to creating an environment where people at every level of the company feel connected and supported our goal is to listen and learn and to use those lessons to build an even better workplace for all,0
if team members have questions feedback or concerns they are encouraged to share them with their manager if a team member is ever uncomfortable raising a particular issue with their manager they can discuss it with any manager at apple their people business partner people support or they can contact the business conduct team,12
we encourage open and honest communication among team members managers and leadership as we seek to build a better work environment for all,2
another way team members can let us know how apple is doing is to participate in surveys that we conduct regularly these survey results are a great way for us to learn about whats going well and how we can do better in areas like career development manager performance and inclusivity and teams are encouraged to create action plans based on the survey results,1
we conduct annual surveys for all applestore and applecare team members to listen to their views on topics like leadership management career development performance values culture and work environment and leaders from each organization use the survey insights to take steps to better support team members where they need it,8
over the last two years in particular we focused on listening to applestore and applecare employees as they were interacting most directly with customers during the pandemic and experiencing rapid change in how they worked to support those customers for our early 2022surveys76 percent of applestore team members and 73 percent of applecare team members participated,10
apple has a no retaliation policy retaliation against anyone who comes forward with a concern or participates in an investigation is grounds for termination we respect each team members right to form or join or refrain from joining organizations of their choice in a lawful manner without discrimination retaliation or harassment,10
at apple we believe strongly in a culture of open communication mutual respect and high ethical standards and we strive to do the right thing it can be stressful if something at apple has a negative effect on wellbeing violates an apple policy or interferes with someone s ability to do their best work there are several ways team members can report a concern,15
managers talking to a manager is a good place to start a large part of their responsibility is to support their team members if a team member is not comfortable bringing a concern to their manager they can discuss it with any manager at apple,5
people support this dedicated team specializes in supporting apple team members with work related topics they can answer questions clarify a policy or suggest resources or options to help resolve a problem,12
people business partner team members can discuss the issue with their people business partner pbp particularly if it is related to your team or organization,17
team members are encouraged to raise their concerns in the way they feel most comfortable internally or externally in addition to the options above they may also contact any of the government agencies or other external organizations that address employee and workplace concerns,1
we take steps to provide equal opportunity for all applicants and employees without regard to race color ancestry national origin caste religion creedageover40 mental and physical disability sex gender including pregnancy childbirth breastfeeding or related medical conditions sexual orientation gender identity or expression medical condition genetic information marital status military or protected veteran status an employees reproductive health decisions or those of their dependents or on any other basis protected by law we provide reasonable accommodations to applicants and employees with physical and mental disabilities,9
we are committed to providing a workplace free of harassment or discrimination based on race color ancestry national origin caste sex gender including pregnancy childbirth breastfeeding or related medical conditions sexual orientation gender identity or expression religion creedageover40 mental and physical disability medical condition genetic information marital status or military or protected veteran status or on any other basis protected by law we do not tolerate discrimination or harassment of our employees or those with whom we have a business service or professional relationship including customers nor do we tolerate workplace violence of any kind retaliation against anyone for complaining about harassment or discrimination or for participating in the investigation of a complaint of harassment or discrimination is against apple policy and will not be tolerated at apple,20
apples voluntary decision review enables employees to have an employment decision reevaluated this is designed to promote fairness and impartiality in line with our values and policies the reviewer will consider any new information that indicates the decision may not have been in accordance with our policies and guidelines,11
in addition to our full time employees temporary workers and vendor services play an important role on our team our temporary workers generally perform similar work as our full time employees as they are intended to augment the apple employee workforce under a short to midterm assignment approximately,9
6 percent of our you s corporate workforce were temporary workers as of october 2021 temporary workers have the same opportunity to be considered as all other applicants to any apple job posting whether that opportunity is a conversion of their current role or a role they found on our jobsite and in our retail business we have a strong record of hiring temporary workers as full and part time employees,11
our outsourced services with workers provided via vendors generally perform work that can be different from that performed by our permanent employees this workforce is intended to support business needs where specific skills are required and the vendors have the ability to scale with our varied business needs,16
performance vendor performance is reviewed and evaluated by the vendor management based on feedback sometimes received from apple managers procurement and or supplier responsibility,11
at every stage of the pandemic our first priority has always been the health of our teams customers and communities that meant being one of the first companies to close our offices and retail stores and finding innovative ways to connect with colleagues and customers virtually,2
since 2020 we have continued our efforts and programs to support our people we adopted cdc recommendations around uptodate vaccinations including booster doses apple also continued to pay our teams during temporary store and office closures expanded our paid leave policies and enhanced our policies and procedures for a safe work environment both in the office and in store,11
to keep our teams informed we deployed comprehensive resources with uptodate covid19 information including a dedicated platform for teams returning to the office covid19 case support implemented for all team members included return to work guidance and contact tracing with the utmost regard for employee privacy we continue to offer special sick leave for employees with possible covid19 symptoms as well as comprehensive health coverage,8
to continue to manage our response going forward we created a dedicated pandemic response team in 2022 in addition to the cross functional team that has been supporting and guiding our co vid response the new response team will support future pandemic planning and response,11
despite all of the pandemics challenges we brought our hardware software and services into customers hands helping them stay informed connected and entertained,2
we also tailored our services to promote easy access to trusted information on covid19 launching a dedicated section on apple news prioritizing visibility of essential services locations including covid19 testing and vaccination locations on apple maps offering a curated collection of telehealth apps on the app store and leveraging siri to provide the latest covid19 guidance,23
to meet the extraordinary challenges of virtual education we delivered new content and services for students parents and teachers to foster creativity and learning,24
in a digital environment we worked with mobile carriers and school administrators to deliver i pad devices with cellular support for students in need with our apple card customer assistance program we also offered customers the option to skip their monthly payments without incurring interest,1
across many of our apple store locations we were able to serve our customers,10
needs through contactless pickup express storefronts and new online support our response to covid19 is still ongoing and were committed to implementing health protocols and adjusting store operations as required based on available data and guidance from health officials,25
the health of our teams customers and communities continues to be our first priority,17
we are continuing to work together with our suppliers to help them ensure that every necessary precaution is taken to keep people safe at work in 2020we introduced an enhancement to our code and standards specifically addressing infectious disease preparedness and response idpr idpr contains a set of new requirements resulting from our learnings during the pandemic which will help our suppliers better prepare for and be ready to respond to an infectious disease outbreak at their facility as part of the rollout of idpr in fiscal year 2021we conducted more than 200on site and remote specialized assessments to verify suppliers compliance with covid19 control protocols in order to drive improvement when necessary,9
we also continue to assess any existing gaps at supplier facilities and identify opportunities to work with those in higher risk areas to help make their facilities safer this includes working with third party suppliers to redesign and reconfigure factory floor plans where,14
necessary implementing flexible working hours to maximize interpersonal space implementing enhanced deep cleaning protocols and deploying masks and sanitizers in fiscal year 2021we also encouraged our suppliers employees to get vaccinated and boosted where available,5
we also partnered with ngos to help further support supplier employees as well as those working deeper in our supply chain particularly those from vulnerable groups we worked with the international organization for migration iom the worlds leading organization providing services to migrant workers to provide support to migrant workers impacted,2
by the pandemic with support from apple our long time partner pact an international development organization prepared and coordinated activities to prevent the spread of covid19 in several mining communities in the democratic republic of the congo drc the initiative has reached more than 50000 people through individual and group dialogue soncovid19 prevention since the program began in december 2020,23
apples companywide response to the covid19 pandemic involved teams across the business including product design engineering operations packaging teams suppliers and more at the beginning of the pandemic when personal protective equipment was in short supply we sourced through our supply chain and donated more than 30 million masks for healthcare workers worldwide we also launched a company wide effort to produce and ship over 10 million face shields these face shields were delivered to sites around the world from new york presbyterian hospital in the yous to the ministry of health in zambia,2
10 million to the world health organizations covid19 solidarity response fund we also matched employee donations two to one to support covid19 response efforts worldwide,17
in partnership with the whitehouse coronavirus task force and the cdc we released an app and a website that guided americans through a series of questions about their health and exposure to determine if they should seek care for covid19 symptoms providing cdc recommendations on next steps including guidance on social distancing and self isolating how to closely monitor,2
symptoms recommendations on testing and when to contact a medical provider and we collaborated with google to create a new exposure notification system for global governments and health agencies with user privacy and security central to its design to help fight the pandemic,15
collaboration with our suppliers helps them make sure they are taking every necessary precaution to keep people safe at work,8
we are dedicated to protecting our team members and our customers everywhere we operate a responsibility covid19 has brought into even greater focus at every stage of the pandemic we have made decisions based on the latest local data and public health guidance and we share lessons across our environment health and safety ehs teams globally so we can continuously improve our safety programs,22
we are always working hard to make sure our workers are safe no matter where they are when they are conducting business for apple we abide by ehs requirements in every country where we operate and are dedicated to doing everything we can to support the safety and wellbeing of our global teams,10
to help ensure the safety of our workers and customers we put procedures in place to identify workplace risks and mitigate possible hazards we support and protect employees in lower hazard spaces and we put risk specific programs in place for those working in higher hazard environments including safe systems of work chemical management laser safety equipment and machinery safety hazardous materials management and electrical safety employees can request to have their workspaces individually inspected to review hazards and controls including ergonomics evaluations,15
apple implements a hierarchy of control for significant risks which centers on elimination substitution engineering controls administrative controls and personal protective equipment ppe,19
as one example apple ehs regularly assesses hazards at our research labs based on their chemical equipment laser and other hazards approximately 9 percent of our labs are considered complex meaning that they contain high hazard processes and equipment these assessments help teams understand which ehs programs and controls must be put in place to mitigate risks in 2021 apple completed hazard assessments in over 2500 research labs globally,12
our ehs teams identify and provide team members with appropriate ppe for specific hazards this ppe is provided at no cost and with training on correct use for example our hearing conservation programs include evaluation and control of occupational exposures to noise and hearing protection is available for processes areas and tasks with potential high noise exposures additionally ehs conducts mandatory health checks for employees where they are needed,10
we invest in new technologies as we continue to manage potential risks across our operations including our apple owned manufacturing sites our standards programs trainings procedures and other safeguards are managed by trained ehs professionals and where required we also translate ehs procedures into local languages for our team members,8
risks identified from incidents injuries and nonroutine events are addressed expeditiously to identify and implement appropriate corrective and preventative actions and we integrate our learnings into future program development and training lessons learned are routinely communicated across apples eh steam and potentially affected operations and they are used to inform updates to existing policies and procedures,24
employees and managers can report incidents near misses and observations including newly identified hazards and risks through an internal ios app incident responses are addressed by apples ehs team through a consistent process that connects employees with care and support while identifying corrective actions where appropriate to prevent future occurrences,10
apple is committed to minimizing resource use and the associated generation of nonhazardous or hazardous waste where possible apple implements a waste hierarchy of prevention waste reduction at the source reuse of materials recycling energy recovery and landfilling as a last resort,24
we maintain our commitment to the safe and responsible management of hazardous waste both on site and offsite any facility that does not meet our requirements is replaced by another approved waste management facility,8
you s thirteen of the treatment storage and disposal facilities tsdf swe utilize in the youswereauditedin2021 to confirm that the waste is treated recycled or incinerated within the governing safety standards for health and the environment eight disposal facility reviews were completed by vendors under apple management and we reviewed five other sites via third party audit reports at one of our major research labs in santa clara valley the empty container management program resulted in a3 percent reduction of lab debris for hazardous waste streams,3
united kingdom through an internal initiative to further strengthen waste management product site specific waste initiatives achieved a97 percent diversion from landfill and a04tonnesofwaste1002 both exceeding requirements,17
ireland the cork campus isecvp2799zero waste to landfill certified annually and has had no material landfilled in the past five years,1
in2021we continued to support our global team members working from home office apple office and non office settings,2
the apple ergonomics program is heavily focused on preventative measures to reduce the risk of work related musculoskeletal disorders w msds this includes ergonomics training sessions for our team members and providing input into the purchase or design of work equipment systems and facilities to ensure that they meet ergonomic standards to provide the best levels of efficiency comfort health and safety for anyone using them our,2
we are always working hard to make sure our workers are safe no matter where they are when they re conducting business for apple,8
ergonomics trainings and self assessment support are aimed at creating an awareness of ergonomic risk factors for w msds how to prevent them and how to proactively request for adjustments to workstations,2
we completed over 10000 individual support requests for our team members working from home along with those who returned to apple offices and apple store locations support included tailored guidance and feedback equipment recommendations and 11 virtual or in person assessments in addition over 3000 employees participated in various training sessions,15
our industrial warehouse and other non office operations teams were supported with approximately 400 ergonomic risk assessments and 76lab screenings the assessments evaluated risk factors such as repetition force posture and duration while reviewing the interaction of the team member with new machines equipment work processes and workspaces,11
beyond covid19we supported the response to dozens of crisis events in 2021 including fires severe weather and civil unrest our responses focused on the safety of our employees and business continuity we activated 31 crisis management teams cmts to manage the most severe events and 120 additional incidents were supported without full cmts,24
all team members can sign up for apples emergency alert system enabling them to be notified of local emergencies and to indicate whether they are safe or need help disaster supplies are available at our facilities all apple campuses with over 1000 employees have facility response and recovery plans which provide a comprehensive approach to the safety and support of our employees while minimizing business interruption site specific emergency response plans have been implemented globally these plans are communicated to all employees and trainings and drills are held at least annually and our employees are trained in emergency response allowing them to react quickly while supporting the safety of our team members and customers,11
in2021wecompletedover200 emergency response drills which were supported by 2700 trained emergency response team ert members we expect to increase the frequency of these drills depending on covid19 restrictions,22
with the care and support of our employees and customers in mind we deployed automatic external defibrillator aed stations across our global retail stores in 2021 and to ensure that our team members could effectively use this new tool we provided aed training for our team members,24
all campuses and key sites have disaster supplies to match localized risks as apples footprint grows sites are evaluated and supplies are added as needed as one example in2021 we launched earthquake preparedness campaigns for employees across the western united states and japan we conducted outreach to provide employees with information tools and resources and we held drills in some offices,12
to provide a safe and sustainable environment for our teams our ehs programs are built to share information about risks requirements and expectations for all workers,11
our ehs policy outlines our commitment to workplace safety and environmental stewardship and it establishes the principles that integrate effective ehs practices into all aspects of our business the ehs policy is communicated through mandatory training for all new employees and through our internal ehs website,17
apples ehs leadership team including apples ehs director is responsible for establishing priorities determining annual work plans and assigning resources to implement high quality services in all geographies where we operate,17
our operations in cork ireland are certified to iso14001 an international standard for environmental management systems and apples taiwan technology center is certified to iso45001 for occupational health and safety management systems and working toward iso14001 certifications in2022,23
our ehs inspections serve to both identify potential safety hazards and ensure that were following our internal processes to mitigate them to support this work apple formalized our existing inspections program by launching enterprisewide software which allows users to create mobile inspections and then carry out inspections and safety compliance audits the tool also captures observations findings and corrective actions,17
our inspections tool was deployed globally to 1050 users across various retail and corporate locations including apple store locations general office space srd labs kitchens and cafs data centers construction sites and laser labs,11
in2021 apple employees completed 68249 hours of safety training apple currently offers 304 safety courses or trainings to our employees,5
our ehs management systems are designed to provide a safe environment for teams across apple,1
our commitment to people and the planet extends across our supply chain from manufacturing to services and to the many places where our suppliers operate we work closely with our suppliers to uphold the highest standards so that the people in our supply chain are safe and treated with respect and the environment is protected everywhere that apple products are made,9
apples work in this space is led by apple senior management sabi h khan is apples senior vice president of operations reporting to coo jeff williams sabi his in charge of apples global supply chain product quality and overseeing planning procurement manufacturing logistics and product fulfillment functions the programs that support apples environment and supply chain innovation work,2
as well as our retail stores and all of the services,5
the requirements in our supplier code of conduct and supplier responsibility standards and the due diligence we conduct across our supply chain align with internationally recognized labor and human rights standards including those of the international labour organization ilo the united nations guiding principles on business and human rights un gps the organisation for economic,11
a global network of people and businesses working together to build the best products in the world,1
we work closely with many experts across apple from product and services designers to facility managers to evaluate and update our code and standards annually to address emerging risks incorporate new legal requirements and industry best practices and reflect the needs of supplier employees in a dynamic operating environment we engage,15
with a range of stakeholders including rights holders civil society organizations academic experts and program partners to ensure,12
that our code and standards reflect current internationally recognized labor human rights health and safety and environmental standards,17
we work across our business to implement our standards from the earliest stages of product design and development from the suppliers we choose to work with to the materials in our products to the processes and equipment we use to make them we take a comprehensive approach to identifying and mitigating risks early,1
in the procurement and product development cycles since fiscal year 20209 percent of prospective suppliers evaluated for code related risks have been prevented from entering our supply chain for being unable or unwilling to meet our code and standards,2
once new suppliers are awarded apple business we begin the process of helping them quickly get up to speed on our requirements through our supplier on boarding process in 2021we expanded our on boarding process to engage new suppliers at an even earlier stage in their working relationship with apple,9
we also extend our support to help prospective suppliers correct compliance issues found during the procurement process even when the supplier is not awarded apples business at no cost to the participating companies since 202068 percent of companies that were not awarded apple business elected to join this voluntary program helping to protect people and the planet beyond the reach of our business and supply chain,17
we take a broad comprehensive approach to engaging with our suppliers to confirm that our standards are met one of the tools that we employ are assessments assessments also known as audits are one of several methods we use to measure compliance,19
with our requirements these independent third party assessments which take place on site at supplier facilities provide a snapshot of a suppliers performance however when combined with regular engagement with supplier teams mandated reporting and listening directly to hundreds of thousands of supplier employees about their workplace experiences our rigorous supplier assessments provide a clear measure of their performance in upholding our code and standards,8
been taken to prevent are occurrence we prohibit retaliation of any kind against supplier employees who participate in our assessments,17
our goal is to work together with suppliers to help them improve their management systems rather than to simply remove them from our supply chain without helping them correct the issues we have discovered in the event that a supplier is unwilling or unable to improve their operations to meet our requirements they risk removal from our supply chain since 2009 we have directed the removal of 24 manufacturing supplier facilities and 170 smelters and refiners from our supply chain for being unwilling or unable to sufficiently improve their operations to meet our requirements,9
as apples business continues to grow and expand to new areas we adapt our supplier engagement model accordingly this includes continuing to expand our scope to conduct independent third party assessments of a growing number of suppliers that support our business outside of manufacturing last year we increased our engagement and expanded the application of our code and standards to suppliers supporting newer areas of apples business including those that work with our content services like apple tv and apple fitness,2
these assessments also include unannounced assessments and unannounced visits in response to workers grievances and allegations or to verify risks at supplier facilities based on predictive analytics in fiscal year 2021211 unannounced assessments and investigations were conducted where the supplier facility was provided no advance notice of our arrival this is nearly double the number conducted in 2020,17
in addition to third party code of conduct assessments we require many of our suppliers to also undergo the responsible business alliances rba validated assessment program vap a facility wide third party assessment,10
widely used by the industry a total of 99rbavap assessments were completed in fiscal year 2021at apple supplier sites,14
if we uncover noncompliance in the course of any assessment or engagement we take prompt action so that suppliers not only correct and remedy the issue but make meaningful long term changes to their systems and processes we do this through a corrective action plan cap during which 3060and90day checkins with apple are required we then conduct our corrective action verification cav process to verify that all corrective actions have been successfully implemented and necessary steps have,10
people come first in everything we do our commitment to protecting the people in our supply chain has been unwavering anchored by a simple set of beliefs people deserve to be treated with dignity and to know their rights they should be able to speak up if those rights are not being respected and to know and expect that when they do we will listen and act,10
we are committed to respecting the rights of every individual in our supply chain just like we do for our team members customers and other partners and more broadly to working with others to share our tools and the lessons weve learned and to empowering everyone to achieve progress more rapidly,15
effective grievance channels ongoing worker management communications and supplier employee feedback are essential to ensuring respect for worker rights and maintaining safe and healthy workplaces whether through social dialogue and formal employee representation workplace satisfaction surveys anonymous hotlines focus groups or interviews during annual assessments the feedback we receive directly from supplier employees helps us ensure labor and human rights are respected throughout our global supply chain we also use this feedback to address emerging risks improve rights training for supplier employees and supplier management and to continually strengthen our code and standards,0
feedback channels supplier employee interviews are an important part of every assessment conducted each year we interview tens of thousands of supplier employees in their local language and without their managers present to determine whether or not their experience on the job aligns with auditors observations during assessments in fiscal year 2021 despite the ongoing challenges presented by the covid19 pandemic we interviewed 87626 workers in our supply chain over 35000 more than were interviewed in the previous fiscal year,8
in2021 we launched a grievance hotline awareness campaign and its initial rollout resulted in a22 percent increase in utilization of these third party hotlines the reports we received from supplier employees via hotline sin2021 included issues related to wages and benefits employee relations amenities at supplier facilities workforce stability and health and safety in each case we investigated and worked directly with the suppliers to drive improvement and correct any compliance issues found suppliers implemented a number of actions as a result of supplier employee feedback through these,17
we are committed to respecting the rights of every individual in our supply chain,11
channels including improvements to working hours resignation processes timing of bonuses and the use of personal protective equipment ppe,8
also engage with supplier employees to understand their overall workplace satisfaction in 2021we anonymously surveyed 264963 supplier employees in 191 facilities across greater china india ireland malaysia philippines singapore uk you sand vietnam about their workplace experiences nearly double the number of supplier employees surveyed last fiscal year as a result suppliers to ok3944 actions including better commute options increasing wages and bonuses offering better food variety and skill development opportunities for entry level managers,15
our code and standards and the protections they provide apply equally to all workers regardless of a persons job geographic location or how they enter our supply chain and this commitment begins even before a worker ever enters our supply chain this includes zero tolerance for forced labor,11
we implement strict policies and procedures with our suppliers to protect workers in our supply chain from forced labor this includes selecting suppliers for assessments based on factors such as their geographic location which may put them at higher risk of forced labor violations as well as their previous performance and or history of violations or allegations suppliers may also receive additional specialized assessments based on the nature of their business or employee population such as those that employ foreign contract workers and those located in higher risk migration corridors our code and standards also require that all supplier employees have an effective mechanism to report grievances in addition we provide third party anonymous hotlines and the ability to contact the apple environment and supply chain innovation esci team directly at any time and in any language when an issue is raised supplier management is required to promptly investigate and to resolve the issue in a timely manner,9
we strictly prohibit any form of involuntary labor throughout our worldwide supply chain and look for evidence of it in every supplier assessment we conduct including unannounced assessments last year we conducted more than 1100 assessments and found no instances where anyone was forced to work in our supply chain,15
we did discover two cases in taiwan in which people paid recruitment fees to secure their job which is a violation of our code we required the supplier to directly repay their employees in full and verified repayment through a third party auditor the payment of recruitment fees withholding an employees passport or personal identity documents or restricting an employees freedom of movement are core violations of our code and standards the most serious level of code violations if we discover workers have paid recruitment fees at any point on their employment journey to an apple supplier we require supplier management to take prompt action to provide remedy to those affected by directly repaying their workers for any and all fees even if the supplier was unaware that their employees had paid recruitment fees from 2008 through fiscal year 2021 our suppliers have repaid332 million in recruitment fees directly to 37322 workers,14
